"","Region","Zone","Type","Year","Season","Month","Day","Hour","Latitude","Longitude","Altitude","t2m","ws","wd","tp","blh","ssr","CVD60","no2","o3","so2","co","pm10","pm2.5"
"15","West Midlands","East Midlands","Traffic Urban","1999","Winter","11","09","02",52.6182502473244,-1.45805472928956,120.564309421637,275.077501837911,0.777667072816618,301.800134165221,-0.00172628476030445,67.4441043625612,1493838.02357341,0.247893151814708,37.9402080017378,17.7268170423995,13.8087887142722,1.44258152567561,36.4661141990127,18.6469190689604
"16","East of England","Liverpool Urban Area","Traffic Urban","1987","Summer","02","04","03",51.3907136881236,-0.47706509504129,24.0482104040896,271.421039705024,-0.183400258409292,218.461083203869,-0.00018213785068347,196.483416148835,379678.510827411,0.133341392001642,76.3044874081836,17.7362447664572,13.8258913310753,1.44087060344166,36.4781064085872,18.6517494807813
"17","West Midlands","Yorkshire & Humberside","Traffic Urban","1984","Spring","01","27","12",53.6923246697271,-2.6727844733162,176.355480270557,276.487685242889,5.22535905275795,75.6302744606136,0.00952632441655033,414.812541067226,-1653971.13644892,0.167436298238345,76.3835981670195,17.7095811326404,13.8086436621909,1.44174368390332,36.501191604566,18.6466613127845
"18","West Midlands","East Midlands","Background Rural","1983","Spring","03","21","02",54.2812094479789,-2.98481650867423,45.454140646534,272.065707390186,5.09982699855515,247.029703893651,-0.000289579762317669,561.923673276248,799297.309655031,0.190449274836611,76.3539519659532,33.3013805436447,13.8058938877587,1.44282244827276,36.4813547987009,18.7467875262383
"19","North West","North West & Merseyside","Background Urban","1981","Summer","12","14","08",52.4457683814799,1.15435726045146,42.9950272396436,270.811588645505,3.1534509737855,177.321968400931,0.00549204558633158,468.902491663765,-172420.434495797,0.216473578314987,76.3284713873469,17.759038976727,13.8158303090374,1.44170895929976,36.4739706096315,18.6405593505965
"20","Greater London Authority","Leicester Urban Area","Background Urban","1988","Spring","05","11","03",51.5225409599415,-3.48569974134844,57.0406080682839,284.5905013818,2.77212987768328,143.873312915537,0.000115247007389676,161.360849388061,2189877.29489229,0.173706818431341,76.3041967738757,17.7538388739897,13.8086233946978,1.44249106936633,36.48287102483,18.6354648551244
"21","North East","Greater London Urban Area","Background Urban","1996","Summer","05","16","13",51.9510403456259,0.133356089415231,-18.6277920145755,282.009586511972,9.35215433007067,21.4592033142969,0.00605217652755609,-283.074481638237,-1436016.06526261,0.208652609193687,73.1223014654006,-15.4288099363295,31.0351978586016,0.842390152177931,25.6959407701787,18.6422534809216
"22","South East","Reading/Wokingham Urban Area","Background Urban","1993","Fall","06","24","13",53.1294135049679,-0.99298796838528,-0.0584851113474869,284.003158132063,2.48714722572275,212.166656371315,0.00357405266797644,1045.25438506335,6401516.05042176,0.146540153735718,76.3502052542117,17.7369900925879,13.8163674025037,1.43934654908091,36.4513326783111,18.631887976418
"23","North West","North East","Background Rural","1981","Spring","08","07","06",54.7552285338175,-0.0310632056617433,113.890419378094,285.873538926567,4.38182636005204,45.5677214964601,-0.000113543824786079,351.611528929651,-42238.6697831065,0.197503437070829,76.3413255774368,17.7443984468147,16.3442545865315,1.44083529157459,36.4639252814768,18.6408681477214
"24","North West","Yorkshire & Humberside","Traffic Urban","1994","Summer","08","20","12",50.825321831642,-0.559443478201596,76.2708658872733,289.159492004734,6.30480268766409,266.809927562039,0.00273466841494217,1433.90604113727,5440951.47321896,0.182914171996734,76.3551002179053,17.732423047596,13.7735605339298,1.44236732216779,36.4864657095829,18.642477018098
"25","Greater London Authority","Greater London Urban Area","Traffic Urban","1987","Winter","04","21","17",52.3135686623477,-0.21029942721958,154.98337863776,287.16167379616,3.82047103248899,403.480525081793,0.00279260916063476,946.702401938838,1231712.83564751,0.143273679993755,76.3208680726223,17.7421009530311,13.8090340963844,1.44173652081717,36.4788300674077,18.6419606189236
"26","North West","East Midlands","Traffic Urban","1988","Summer","05","25","07",54.8413645487254,-0.561750238964631,125.892463389571,282.019069381081,3.78979317012088,201.189286449867,0.00146228598953076,568.515486948771,-37804.7210682776,0.206570630365099,76.3853511739581,17.7610374815467,13.816077190122,1.44115394129123,36.4821218769814,18.6416762889856
"27","South East","North West & Merseyside","Background Urban","1991","Summer","12","07","03",51.7550335164762,-1.28075390961716,-121.668313588786,279.582499901519,3.67323267949729,136.313604936939,0.000151996653531366,409.400583245046,871829.339294754,0.273441602079802,76.3373393288395,17.7287093962983,13.7975944413759,1.44215259577251,36.4689678580448,18.6421090611245
"28","North West","Tyneside","Industrial Urban","1988","Winter","02","16","21",52.5524149908134,-0.996187478994502,161.287048866909,275.663418703343,4.13883292411219,288.435552513962,1.99697190442476e-05,694.635099292485,6500284.99788671,0.231911789163479,39.9067637820142,14.2178912155473,11.9557497817037,1.25334912294636,38.4663241956853,18.6385194006998
"29","South East","Greater London Urban Area","Traffic Urban","1991","Winter","12","16","02",50.7259943252023,-2.49588119247662,-76.7661646356655,280.870043219993,3.96481574508827,217.187191036613,0.0016845762607687,669.696763010132,-600471.66051445,0.183075597173875,69.3796659977473,17.7511108474172,24.2138700000585,1.65703062703702,36.4711262966231,18.6398635795699
"30","East Midlands","Greater London Urban Area","Background Suburban","1991","Spring","08","17","11",52.098715070428,-1.26133117351478,65.2872314571583,288.594460233566,8.07700251266615,271.818341658052,0.000548728633870354,987.869336961989,2187354.65733014,0.232091156191109,76.4000900119796,17.7296405607551,13.8193506414972,1.48960201749788,36.4704581086995,18.698724742352
"31","North West","West Midlands","Background Urban","1982","Spring","05","30","17",53.3114133296211,-1.02618882270279,40.5923104769524,288.528881447217,3.50019481652642,137.756015110605,0.000519551103058191,1677.9376648324,8307699.36756182,0.220858481080601,76.3635400011568,17.719845391868,13.8371709547088,1.44131692689718,36.4720414451527,18.6375883798977
"32","South West","Yorkshire & Humberside","Traffic Urban","1988","Winter","09","09","07",51.9528151893283,-0.515932639949831,85.6995044217118,284.40882027921,3.58393182859268,341.398978320558,-0.00421219479805857,469.930308753156,300910.709852552,0.197146344204847,76.3291676283772,17.7136806217648,13.8078995014777,1.44211751171734,36.483431639943,18.6458560188746
"33","South West","Yorkshire & Humberside","Background Urban","1999","Summer","09","05","15",52.3994401383991,-2.03374234631253,-30.0774068533998,294.664999774495,2.20031532767564,143.886350165694,-0.00184934621616481,991.287839432649,8061787.55106645,0.131191615303049,51.1352838949414,34.1990549897394,-1.90025617782142,1.44255410811223,35.6419630957619,18.6393585597749
"34","North West","Liverpool Urban Area","Background Urban","1988","Winter","06","09","12",52.197003293437,-0.51756855301129,136.18745741501,287.128336137133,5.21562193475453,26.2680362050607,-3.65760512040286e-05,1381.57924456902,4761824.12007873,0.159685065169871,76.364423085126,17.7033401952986,13.8020391645482,1.44123504543201,36.500131669155,18.64198682897
"35","West Midlands","South East","Background Urban","1983","Summer","05","23","06",51.9726003891487,-1.86456595182802,170.710341300923,277.383960509311,2.75893974629425,181.251861087761,0.00290994559015153,197.807391863293,-51066.6159987569,0.193043186714535,76.2962598812854,17.7317108722567,13.8069362052597,1.44199752774416,36.4986014512318,18.6397623353905
"36","North West","Yorkshire & Humberside","Background Urban","1992","Fall","07","21","07",53.7691900556153,-2.19276517341115,35.6607971754223,284.799001220184,2.42190358958494,290.41504486707,0.000784430896389089,299.924770350119,226617.640924972,0.190742781250312,76.2884848453451,17.714709068825,13.806103630238,1.44169283073676,36.4978529455658,18.6423111854821
"37","North East","Reading/Wokingham Urban Area","Traffic Urban","1991","Spring","11","17","18",53.2936072888925,-2.6593077667449,11.6261590140602,284.844439606365,8.77358062117341,165.250547893982,-0.00212487896993904,728.852566481127,4684870.05227904,0.191628225368315,35.1778288135104,18.8918201306091,8.75618393803019,1.26979423213386,39.0509950835176,18.6367293082003
"38","Greater London Authority","Greater Manchester Urban Area","Traffic Urban","1985","Spring","06","28","07",53.3754375025231,0.0374201698700067,46.9785718544257,282.02132405276,3.16441106281074,241.486641904153,0.000760808493256791,298.103850305839,-34558.8698289393,0.16041337829747,76.3229932574163,17.7543444560574,13.8251229672398,1.44202274360856,36.4637602623734,18.6406688102035
"39","South West","Greater London Urban Area","Traffic Urban","1987","Summer","05","18","22",51.5480563700395,-3.16155989149771,-11.2450025787132,286.343229715798,7.88066490520305,-25.3105823408232,0.000673010325932094,634.051961207683,6834079.29880365,0.185008038676242,76.323867790976,17.7421204009548,13.8090344444322,1.44173652451336,36.4788289519442,18.6383948470789
"40","South East","Eastern","Traffic Urban","1997","Winter","07","26","13",53.5325176571899,-3.49268039581003,117.949331016951,288.360095157172,7.6053378247351,234.436240794808,0.00112847181467719,1283.88200436754,3295030.26577186,0.169015544010564,-169.07639270791,17.7505301745517,13.8184430774947,1.3851022516944,36.0860686768858,18.6425427906191
"41","North West","Leicester Urban Area","Background Suburban","1991","Winter","11","06","14",52.2263830061578,-0.0333065762765232,161.423395099319,281.83511599083,8.96635378205404,262.210663088823,-0.00320534779523093,1396.81463242461,5001845.4421435,0.159376743757685,64.9701299195243,27.8316088983039,13.2096521219777,1.81860054178392,38.2926002928408,18.6315378435744
"42","Greater London Authority","North East","Industrial Urban","1997","Fall","08","08","19",51.0738089412662,-1.72228142180677,44.916759257991,296.108678354567,2.15128133825404,51.1384932627035,5.57239264433627e-05,1141.76775224986,7821363.87296009,0.199607616868094,80.3550740291844,17.7928880126595,12.0265875711359,1.44022647604118,31.3210032234887,18.6433467656116
"43","Greater London Authority","Brighton/Worthing/Littlehampton","Background Rural","1987","Summer","10","25","05",52.2373424893055,-1.33846287084489,145.446243680809,274.083067094703,1.68817157504285,132.469344965819,-0.000387529434372867,86.1788317388102,-489.385172698567,0.202022702998331,-10.4356204335182,17.7704313985426,13.8185284432314,1.43744344319783,36.441851981988,20.1760461520998
"44","North West","Leicester Urban Area","Industrial Urban","1983","Spring","12","26","00",53.0327109257137,-1.24692431449255,122.84539590531,279.516152953773,9.62175755060457,268.781670677973,0.000429778458866972,934.957004744869,2984208.64895257,0.155925276708501,133.504226677323,26.2239658384047,10.2246185546985,1.39849456534529,32.3807340688349,18.6375896287223
"45","Greater London Authority","North West & Merseyside","Background Urban","1981","Spring","09","07","19",50.1962731387053,-2.80109610740642,234.30393572412,289.414601554508,2.45418200902365,192.510782435032,-0.000277391136396934,709.632520092275,2338860.75392254,0.135153257407918,76.32848145854,17.7594992137008,13.8158298547055,1.44170904548626,36.4739708829951,18.6374783796048
"46","South West","Greater London Urban Area","Traffic Urban","1992","Spring","03","27","04",52.6809027241251,0.807765349073726,39.5943032303953,280.141271771572,6.6943592674579,350.798142791102,0.000462238544702906,669.848477592813,-11.411841894577,0.199769842246625,82.7134121357523,17.735104666336,9.80880034002123,2.51581180099129,36.5791571044722,18.6415025005316
"47","East of England","East Midlands","Background Urban","1982","Summer","05","18","19",50.837500327741,-0.193518513183561,50.0838262593801,285.938120206564,1.75566318599005,283.317748121494,0.00179183341921662,1043.36482982611,3394851.06194641,0.199531456496775,76.2991190645776,17.7262205758525,13.7789400622623,1.44256541667088,36.45420688743,18.6362361764264
"48","Greater London Authority","Greater London Urban Area","Industrial Urban","1993","Spring","11","27","19",52.7092945220692,0.459027863823722,-20.0435503289748,281.551073993055,3.39727993481446,65.5608128175124,-0.00109275211267401,280.333402999521,694608.219016967,0.225344125744814,76.3116990737367,17.7457122363162,13.8531331690062,1.44715310857444,36.5652518488451,18.6380468410376
"49","West Midlands","South West","Background Urban","1999","Spring","06","24","12",51.9812862123812,-2.66463777422223,79.8318007197979,293.731768849042,1.16571030753534,143.440567870091,-0.0020460113866434,1035.51379713904,8715386.26551292,0.164042980817809,21.94688385642,56.6211339604101,1.29219912173426,0.274657597383608,11.1806214588875,18.6477889913076
"50","North East","Greater London Urban Area","Traffic Urban","1998","Fall","05","12","20",51.7049449037512,-0.656451749615289,-52.2038836927585,288.939592571866,3.94688227778196,57.9800869985757,0.000198344377127837,103.280772996048,6684169.95698554,0.237185367281409,77.9375798329544,11.3367014858957,22.6603696388923,2.07804962296235,33.453384366476,18.6463124800377
"51","North West","Greater London Urban Area","Traffic Urban","1998","Spring","09","15","11",51.5295428599357,-2.6230311349491,-123.328886270485,288.361077559626,6.23963158179252,269.663665667038,0.00250543351458857,628.591039608842,865014.940168253,0.238433468953373,99.8171262467982,14.0593636271889,14.4543983585899,2.67101137979875,15.6019375287954,18.6416123387128
"52","Greater London Authority","Greater Manchester Urban Area","Background Rural","1998","Spring","01","05","00",52.9334273146703,0.109442458087235,90.3769455132379,273.858631634687,3.65626430631638,246.090413619569,2.37630362223394,127.502640366969,-1858478536.85161,0.12239499758634,-115651.546941353,-11.9039667969565,31073.727748986,0.134127002054046,33.8548813659118,18.8748331980517
"53","Greater London Authority","North East","Background Urban","1989","Winter","05","15","02",53.669914609081,-1.52302647850423,25.9669688708607,281.963469351561,6.62409857308127,202.506327355913,0.00014034298821228,766.483415150838,1532304.30949147,0.157487078520581,76.3245764111085,17.7370621927534,13.8175853453606,1.44286449235729,36.4722494008679,18.6490290552864
"54","West Midlands","Greater London Urban Area","Background Urban","1992","Summer","05","11","00",54.0168012884005,-0.0474290092133156,-117.316286907894,283.291449434546,7.06376258796226,233.42784884526,0.00586928559755563,707.498868672012,733801.228267167,0.137931014322802,48.1243259546406,21.1845320841666,12.2662012827002,1.06359435658087,34.1746319823578,18.6463354418754
"55","West Midlands","Reading/Wokingham Urban Area","Traffic Urban","1990","Spring","04","02","08",51.4755975082696,-2.84561486005006,-11.9911261414111,274.005807735284,4.06123355963187,246.620585460494,0.000834333167666966,518.07584516512,521899.535059459,0.200231092345788,42.2958801198454,26.4328403227013,23.3057485132288,1.26979422601281,39.0509948586991,18.6353877180408
"56","North East","East Midlands","Background Urban","1982","Summer","03","19","23",51.7037201339558,-0.683509719611075,175.320729461119,278.463052432363,3.47300486390461,227.809587487296,0.00117703192850532,-70.6221201643836,3629052.89179088,0.190227665086883,76.2910292962161,17.7266151990639,13.778940744895,1.44256544625994,36.4542076490769,18.6382519903907
"57","South West","Greater London Urban Area","Industrial Urban","1981","Summer","01","02","08",55.0638408646992,-2.28232688866782,20.023313664713,275.099648888064,5.92295266859687,267.367161541603,0.0062396450865213,350.085612709367,-446291.431571618,0.203281091430173,76.3963752647267,17.7920662569925,13.8136909324599,1.44181383561941,36.4629717297733,18.6301103671361
"58","East Midlands","Leicester Urban Area","Background Urban","1990","Spring","09","22","19",52.7917914610446,-1.60457779579631,72.0217778808908,292.426677590065,10.87117148919,240.043608063662,0.00111598403112488,1327.25399893456,5720181.9077812,0.181015388502167,76.3657520922428,17.7208664499287,13.8195993969618,1.44058093687657,36.428858134554,18.639830782936
"59","Greater London Authority","Greater London Urban Area","Traffic Urban","1992","Fall","10","09","20",52.9169006998863,-0.441116426572277,191.45281061382,276.625233986576,-2.8966230980113,293.809743471081,0.0023375370760941,-690.183150942732,693318.950303339,0.149018680551571,96.6716815992907,17.7346511226425,39.4538477303555,2.99534943178341,36.579155415798,18.6486353828974
"60","Greater London Authority","Greater London Urban Area","Traffic Urban","1997","Spring","12","19","01",53.1438044487194,0.433801753381597,98.7482243243094,277.498087381881,1.12099798115199,214.488973343556,-0.0126708182955069,362.162238176215,6071735.66354608,0.11746504993292,53.3229300606098,18.8174062845709,12.4700218119487,1.58610907809451,44.5340963918599,18.6428845105891
"61","Greater London Authority","Teesside Urban Area","Background Urban","1999","Summer","04","16","16",54.216930096796,-0.229818368325904,164.394858510845,282.635963099707,3.24451300540256,120.808608965911,-4.45491533428175e-05,1042.48669373479,2431070.25658737,0.120204100928153,65.7418903995282,-3.98449192419586,14.5716129985218,1.28136751987258,33.5821523848949,15.9442836722612
"62","South East","West Midlands Urban Area","Traffic Urban","1997","Summer","03","29","02",53.1342079013373,-1.86030913838022,197.555378169357,282.457350104163,7.83683615056253,330.430274057947,0.000708660229375023,727.043333882251,2184659.03015651,0.122762053781672,76.2940144648027,17.7363082386671,13.8236194111494,1.39674431087954,37.4422553549927,18.641081608424
"63","East Midlands","Greater Manchester Urban Area","Background Urban","1988","Fall","09","22","03",51.4631872091065,-1.86061425285207,220.851149573134,286.139327276292,3.13172803308416,219.720718531418,0.000747366958116008,347.346118027299,-517870.028602799,0.144587349345481,10.4727786157987,17.749344853335,13.8151023028952,1.44047424461303,36.4846748049035,18.6470822047862
"64","North West","Teesside Urban Area","Background Urban","1989","Winter","04","20","23",50.3240140147768,-0.705734176939137,82.9569846271815,281.30069412323,6.08377879060096,196.316548525837,0.00239284980642509,738.230762869807,224344.585589128,0.185524502235385,65.8158840372634,0.642901129316494,14.5716130167605,1.2813674612394,19.3801665713493,18.6646220454764
"65","Greater London Authority","Brighton/Worthing/Littlehampton","Background Urban","1988","Spring","02","22","07",51.3241618958528,-1.86636171725142,221.883813180804,279.332626180716,4.40363189957768,324.013721438731,-0.000225212926104687,608.973689858134,233579.066517203,0.149953650121351,76.3108267946637,17.714722168077,13.8013559536552,1.44354847015766,36.4523018299919,18.6354650436906
"66","North West","Greater London Urban Area","Background Urban","1996","Fall","09","21","12",48.8129679569046,-0.865664560506625,106.746406877368,291.048503560556,8.13932041253038,52.6615600637137,0.000234232877950189,871.167817793724,3926455.35961295,0.200215962099328,65.3138361535923,37.7975812717907,17.6926758201161,1.10143562694368,18.3755503583452,18.6386986394816
"67","East Midlands","South East","Background Urban","2000","Winter","05","15","12",52.8149417546836,0.493419229959327,135.413527277085,286.971244880403,3.46665465869404,198.190731535145,0.0021465637654831,1396.25101504211,6441650.08879144,0.197292228116132,76.3144129238944,17.7590259521569,13.8218549451547,1.35210175971863,35.880509754655,18.6480378107026
"68","East Midlands","Greater London Urban Area","Background Urban","1986","Winter","09","28","02",52.2212784311171,-2.0547885771713,-61.4507811071133,281.068849593883,2.31027355360958,244.276398665718,0.00118351487791083,140.317156975495,1393248.36490464,0.157451615422766,76.3325676708321,17.7566075689043,13.8013061713934,1.44159256700022,36.4757789388756,18.6442464573977
"69","West Midlands","South West","Background Urban","1987","Fall","06","20","16",50.6888769257082,-2.67692911794562,-28.5603868707001,295.011169952342,5.77119454997967,269.274922234492,0.000217849836122537,1762.00764285046,5658727.6833561,0.223364724035423,76.4221194827576,17.7541539529509,13.8265867606383,1.44115718778543,36.5025130754234,18.6380202435954
"70","West Midlands","Greater Manchester Urban Area","Background Rural","1996","Summer","06","11","21",51.6964939831599,-1.50259426751519,-3.42722305978371,281.453074428254,1.72710867688642,225.102547277835,0.189972709375051,430.72720074101,-2273447051.52938,0.194658442926943,-115660.247764083,12.3954948324847,31073.7847689453,0.134127049857984,33.8548813427483,18.5622142821612
"71","Greater London Authority","Leicester Urban Area","Background Urban","1993","Winter","10","25","15",51.7408042683159,-3.52524360441003,-8.08091039742263,283.376179968341,7.3126323692355,24.0727139743714,0.000496355754621592,992.949739380548,4264136.28343817,0.155075586860565,76.2767903366002,17.7486472764207,13.8081186889737,1.44179730249219,36.4106672991038,18.6406567578202
"72","West Midlands","South West","Industrial Urban","1990","Fall","01","16","12",51.7152424879093,0.0804758023430561,2.32040233851846,282.821829243368,5.81132975769443,248.649201035903,0.00268119004342176,325.259461617145,-332536.245054313,0.159377502584834,72.7237461262338,38.242852696212,17.2498049943107,1.09326651148054,63.9166229222743,18.6682842049212
"73","North West","North West & Merseyside","Traffic Urban","1982","Fall","06","21","03",52.3507252391109,-2.46278219873895,49.1606375275172,283.725557951005,3.11869751162694,109.486468883015,0.00179528286588554,-139.656798174344,2969365.05750499,0.219036989343608,76.3682369638166,17.7477395534425,13.814500242921,1.44094926548317,36.4719627090892,18.6369167933845
"74","West Midlands","Greater London Urban Area","Background Urban","1993","Fall","11","25","16",53.0181243467156,1.20156185878827,202.554625300097,279.312967419397,4.88943662353206,198.244361670273,0.00235983384115711,454.025361636867,-428863.566405889,0.241550696692669,69.5082782994413,11.2316709829585,34.5320011638512,0.547347433426496,43.8912261597676,18.6404749553036
"75","North East","Yorkshire & Humberside","Background Urban","1982","Summer","04","19","01",51.0731182183546,-1.02270720623016,121.185733526446,280.175248705471,3.28051645326013,75.946139091858,0.00101842289152097,226.738200844758,6473084.98976127,0.151265065571317,76.3399772126251,17.7520953360509,13.7909530158889,1.44112104214045,36.4785699781169,18.6382271931808
"76","South West","Kingston upon Hull","Traffic Urban","1990","Spring","09","18","10",52.0288955888586,-3.11957998188825,79.6712708516904,285.369671598768,4.75465352743397,292.366521343069,0.00400916831297496,598.108401022178,-3618305.04858654,0.251003266385128,-590.005197892908,20.3145880761222,27.9211426307892,0.942356816858613,35.2573398405071,18.6405669087534
"77","South West","Eastern","Background Urban","1995","Fall","11","02","19",50.9285233816533,-2.24301618040208,-36.1407199856148,282.238652774514,4.54115587831918,151.282285357634,-0.00314993965625417,285.707198863472,6527527.74837567,0.220556759455723,76.3154497450782,17.7730084570398,13.7934474873483,1.44131456518791,36.4588729381236,18.6447601465165
"78","South East","Blackpool Urban Area","Background Rural","1981","Fall","10","01","00",52.1730554923725,-2.23326054880369,101.92465455571,282.139690670161,3.38072579601105,163.151973259444,-0.00837363377571302,356.696149582242,9085567.3464283,0.214145232938695,140.514242150047,21.1611900118322,13.8354544185718,1.3417244258867,33.2343249084974,18.6350553217004
"79","West Midlands","Greater London Urban Area","Traffic Urban","1987","Summer","10","29","13",53.6230702948036,-1.51600918490004,63.7712850863013,286.004873450645,4.18675270366915,115.433523359674,-0.000358159357889926,987.464731265703,4283258.57993474,0.129191071972812,76.3225148056009,17.7420984748812,13.809034815894,1.44173645821308,36.4788295986159,18.6376177260291
"80","South West","North East","Traffic Urban","1996","Winter","01","03","21",53.7956804833541,-1.34927005757621,117.305179118139,279.173171626277,10.8439534665502,139.784258667253,0.00540350548619924,722.09630949418,-1327492.14295812,0.242981800851345,76.3619566305553,17.7611824400539,13.8050527526421,1.44088353339998,36.4825241638964,18.6480449766374
"81","West Midlands","Teesside Urban Area","Background Rural","1985","Fall","04","13","12",52.7694733695027,-1.97240590367349,157.432269084529,282.848963791278,12.8713425283934,246.489379232016,0.00487550971693619,1277.18616690787,3183735.34868064,0.222600154469554,82.8570700480021,50.5512310267748,23.3522248445279,0.925122558970587,35.0463312635099,18.6263826757234
"82","North West","Greater London Urban Area","Traffic Urban","1989","Spring","08","10","06",53.4400314124018,-0.722665352410757,118.415712737614,280.380524430794,7.67769409866631,314.489160140106,0.00114955132064254,1007.0427256315,-24840.1864756983,0.260432082067967,77.4940072779592,17.7417373027912,42.5270671326718,2.52769230217876,36.4764592549835,18.6385485898481
"83","East of England","West Midlands Urban Area","Traffic Urban","2000","Winter","06","08","07",53.1693420405559,-3.22367230402321,25.3485248334971,286.469628094696,7.25929249186077,192.645956078002,0.00126269649921021,455.314434410647,89280.1329197472,0.180700748030001,76.3162408490815,17.7274050321427,13.8476900161641,1.37537697537271,36.5899039582166,18.6391219397477
"84","Greater London Authority","Sheffield Urban Area","Background Urban","1983","Fall","08","15","03",52.1119809469553,-0.53430061271101,-19.3292938305078,288.207502276428,3.96124555692777,220.569208211517,0.00171269949514938,293.086020957844,2859670.01914582,0.160473587977288,76.300443009055,17.7466758883509,13.802800439216,1.44141629375797,36.4875586473204,18.6378569918338
