"","Treatment","SproutN","BunchN","GrapeW","WoodW","SPAD06","NDVI06","SPAD08","NDVI08","Acid","Potass","Brix","pH","Anthoc","Polyph"
"52","T6a",-0.309781572557663,-0.277512313380882,-0.849376614220491,-1.03177945105592,-0.23514468352976,-0.0323443832996268,-0.152076842398389,-0.110196884225265,0.146008836317533,-0.259898282474897,0.0753272143013257,-0.0454904487394976,0.608415803486971,0.596432290006922
"53","T7a",0.0624440373813828,0.473344311104999,-0.176366547410506,-0.634026723281827,-0.167509373733286,-0.171559634582264,-0.344944160721093,-0.110558460109883,0.232221903761918,-0.24226608155799,-0.0211522713385578,-0.0691049311909769,0.255240537086342,0.121048205946048
"54","T8b",0.0956013614382039,-0.70857364202164,-0.700844962701382,-0.0263098588652265,0.0162654960881297,0.106157060940362,0.0925019599938843,-0.0266130000876395,-0.137175052738685,0.457111863247853,0.00489216047382835,0.0515828483198202,0.129199807797552,-0.000994406216994551
"55","T8b",0.227136984149573,0.149198187656806,-0.417215192329947,-0.0683494077444833,-0.0267403739410105,0.083323278846498,0.00449263363348033,-0.228623358497977,0.164922202032535,0.0540644337603251,0.0170613644141632,-0.0107305337399055,0.135579830619751,-0.193449998647139
"56","T3b",-0.107958453244428,0.021804344856564,0.027304348628794,-0.585227577140873,-0.116392112384006,-0.14821095847183,-0.161155414482394,-0.172832413295392,0.0184772541193644,-0.156476843480621,0.046156163804297,-0.0114503815669077,0.533717109691609,0.598356868897091
"57","T8a",0.181981098492607,0.247986077544278,1.17027313898231,0.728661145806543,0.0657213107502568,0.0185004776134787,0.0788371425208109,0.0890565965509955,-0.137508368970067,-0.0409931877782658,-0.0760290279157242,0.0361292132954043,-0.495146776266681,-0.487356922082834
"58","T6b",0.40323285213791,-0.34900000658552,-0.148219745903928,0.498877266445271,0.100490717553198,0.0376888326540084,0.182837812736746,0.222853516546047,-0.113516692335909,0.119580785987102,0.0220311469912997,0.035073002343703,0.473025248110777,0.448904424366814
"59","T4a",-0.208680187781129,-0.0774527511491132,-0.150540973696234,-0.369092673405715,-0.108257094723754,-0.107723825273683,-0.137483667092332,-0.228237290589216,-0.0622524215649956,0.106650377882353,-0.0609935915883836,0.0184406026076791,0.427138956834276,0.505250270247319
"60","T8b",0.206417688633103,-0.198127015708904,-0.730534668415932,-0.293389022564929,-0.0100967773364007,-0.0130286863929199,0.0190927436348236,-0.135565499483884,0.0242845472830662,-0.304275068953313,0.101464656710296,-0.00492262112684174,0.294676327369571,0.142228534469464
"61","T4a",0.0359382822007661,-0.669407188252451,-0.397382544371867,-0.20996445474252,0.0812619759499478,0.0267304545108569,0.0135624059324544,0.00205960375594197,-0.151713304022231,0.280075379003449,-0.0877157258451296,0.00827759042275378,-0.0762511321089292,-0.358205525800218
"62","T7b",0.0250330669293684,0.486504753634074,-0.767297069118054,-1.12389517774217,-0.314854595195398,-0.187280180926525,-0.408446264788239,-0.133244403581462,0.276966940705293,0.0193506113641853,0.151214049861759,-0.0467905874119335,0.922410127248444,0.672359800112226
"63","T3a",-0.305799602678645,0.0270256810602325,1.04331959124967,0.0464356157395645,-0.0548187517346456,-0.0551684339901714,-0.0511356954842275,0.1609662227199,-0.0447080147580281,-0.152565103780409,-0.0460855268848037,-0.0143848576586526,-0.250732180243842,-0.211417237251105
"64","T2b",0.0926982271862053,0.242179948298486,0.0875673178304064,0.691674791386192,0.00855901028170378,0.101846477792089,0.0972458310402957,0.186466347450353,-0.00432833407130594,-0.0245081607617524,0.0570587862646822,0.0236797298396059,-0.511502808579392,-0.366642008418008
"65","T5a",0.282489938542744,0.307415946545824,0.438953423438989,0.304283036351821,0.0106782656482684,-0.0453937116137289,-0.0179520484374163,-0.0558174866992427,0.109133754349324,0.0530075332484956,-0.144211362296211,-0.0127213672965961,-0.175224322622278,0.116220071726467
"66","T5a",-0.112488983547088,-0.0211890038308798,-0.421339275932051,0.0355207630506285,-0.0932541093931971,2.47147123606239e-05,-0.137486556472835,-0.0614234366084037,-0.0480838307638443,-0.0621638855681084,0.0852178892469417,0.011722363650285,0.429562968853659,0.25148295531899
"67","T3a",-0.208646334639327,0.172558034479848,0.320966700040888,0.041240094339457,-0.0922701253597373,0.037947541594001,-0.0787135380417932,-0.0911981512882631,0.0122133015620614,-0.294972438609357,-0.0547523992649343,-0.0134632828619275,0.0583966880471811,-0.00438149246238504
"68","T4b",0.0682511575828719,0.368312014283121,0.73986841662353,0.872691885710454,0.0837433523932634,0.0134314841455542,0.0658378246663936,-0.059948808966805,-0.120536599325809,0.0029554929880617,-0.0410635401981107,0.0326886743663174,-0.217582385118235,-0.161099173656916
"69","T4a",-0.395624550351505,0.404335356410563,-0.559574619855646,-0.620193730344037,-0.187265160265916,-0.111395778381181,-0.269757520699108,-0.114205192030769,0.27313518621772,-0.0998425542185367,0.176021303721314,-0.0550537843361924,0.850532960165367,0.557634334093366
"70","T4b",-0.182558964435727,-0.357175552038733,-1.3098112398197,-1.04991287902246,-0.285107070188779,-0.232777811043682,-0.154521886684614,-0.108103076935243,-0.112339323479431,0.337585777834719,0.18668674412235,0.0504402573715452,1.12744706621955,0.727666321979856
"71","T8a",-0.177931082990983,-0.127935162854442,-0.419561911898823,-0.633713784100438,-0.18361419660409,0.00136412860048761,0.0944664518629555,-0.106930750179681,0.223761966803421,-0.13146652822071,0.0684975773440746,-0.0514132920511377,-0.00436812471534517,-0.181749733220958
"72","T3a",0.0945368562228616,0.377830849664248,0.266827004180952,-0.12893350587021,-0.00345485464652189,0.0628856142383264,0.18326898330475,-0.193135028924246,-0.00843766399341906,0.10147984534541,-0.0352925948773082,-0.003098340159855,0.0870084614443483,-0.217734012466397
"73","T6b",0.20595890488716,0.0240764464653017,0.158199062120588,0.190722474022898,0.0592808260125816,0.0168274167587481,0.0442779904328177,-0.186436835283281,-0.0327706643285233,0.0799767696411718,-0.104830496550081,0.0239081698279764,-1.18021951254188,-0.698017805292215
"74","T4b",-0.0482330574633127,-0.207106949920732,-0.742183160149601,-0.073477912369498,0.0378187770410887,-0.0299577899721386,-0.024470749645533,-0.232743720104744,-0.0358692852717893,-0.00844342189263843,0.155028625703262,0.0271424081867995,0.286021413003239,0.102363421242382
"75","T7b",0.265690474067162,0.0865544157344026,0.0896277524213663,-0.170716918886249,-0.0600130700047035,0.0511736134978313,-0.161460614606726,-0.0241009265852957,0.0998221537462445,0.120233926053265,-0.00739685451603855,-0.00601018960603388,0.136436276348849,0.116526130183443
"76","T1a",-0.20144126092117,0.712943967307066,0.603286695160342,-0.166469053993208,-0.012557557069562,-0.0349528344397683,-0.0840264925910434,0.00735704844512516,0.0553996487933274,-0.348982576990519,-0.196069231428669,-0.0576081419678022,-0.387550269950441,-0.393933042140604
"77","T8b",0.397354071160994,0.398105459994637,-0.352428626936779,0.193216181343654,-0.0868440393740062,-0.172339065823208,0.0735851089898267,0.227891351772584,-0.217354322569487,-0.0900257202631801,0.139675656955663,0.0874620082814781,0.282900054788659,0.37668240236974
"78","T5a",0.0275681733352031,0.568815962592148,0.245815448815179,0.397986389872452,0.0428894688199433,-0.114877387310284,0.0578149014454846,0.197674819581247,-0.0136878708407062,0.0978259214026441,-0.0907870838434817,-0.00420813347447236,0.0461856798810499,-0.263009661712728
"79","T4b",-0.072241446743855,-0.550494785252404,-1.26339221740223,-0.859447885870603,-0.148007101925588,-0.160853510432032,-0.176418858277528,-0.230860713568198,-0.261791778794992,0.17296556723639,0.136622511817136,0.0662348525028855,0.693024419189954,0.544452051074712
"80","T2a",-0.0369679879115509,-0.191569121787238,-0.220513379732845,-0.0371394080470949,0.0381092363134186,-0.178245456298303,-0.0622588429189417,-0.122442699837056,0.051515730287162,0.342290041760512,-0.0783996668296118,0.0133170730681966,-0.257150000484851,0.0137399849766796
"81","T1a",-0.0893230630488824,0.038228909111689,-0.136064893555055,-0.0373395311611407,0.0594992867842425,0.108629216182937,0.0220359590753784,0.00591351495003532,0.0554694082178862,0.0749414584258737,0.010199294837723,-0.0108512213935488,0.174686617464372,0.258917990529751
"82","T8a",0.238106211525434,-0.25641255413152,-0.621743496419807,-0.206684145265981,-0.0922655387817485,-0.0938378774525739,-0.0164318348344122,-0.0448039786698599,0.1799713101639,-0.0323182537819725,0.0884039618949381,-0.0417513592267361,0.735771096725674,0.400720855559541
"83","T6a",-0.105636912936673,-0.380046675878857,0.246566777233049,0.169626002229036,0.0996507593333977,0.147682174287595,0.124147859422656,0.19186495976181,-0.237651070930317,-0.113979826447732,-0.197649285812652,0.0140107262616769,-0.460450272555006,-0.438594991483182
"84","T7b",0.20980597410977,0.977518813235897,0.591006700646493,0.691716008821462,0.16753085758128,-0.0460894330984142,0.198019832725406,0.229858556294044,-0.014294878263888,-0.247022115961154,0.067278387974245,0.0313774515074934,-0.63037463634714,-0.0387901615769123
"85","T6b",-0.0624798248306528,-0.650351395861403,-0.422176541343879,0.01629008396271,-0.173912047659957,-0.203113782662626,-0.193718275253848,-0.0950930965693495,0.0442958286013612,-0.201707727996388,0.0330087406361346,-0.0236606935812135,0.254790085159296,0.168721043192193
"86","T1b",-0.0837960622353354,0.123151524365262,0.238831961232888,-0.111674593115213,0.015768045469985,-0.0217893750748394,-0.0639500744758118,-0.228440282476996,0.061397779791401,-0.0141572813422,0.0527621753530697,-0.0091195759776698,0.00704216171334855,-0.163402740027297
"87","T6a",0.0485644273568571,0.20483763741305,0.843809114841697,-0.297932257204119,0.0731443967042739,0.119365596703638,0.0729932480324688,0.174228392949384,0.200860107144248,0.116030933351054,-0.00749122370332565,-0.0630971098646743,0.592235170183456,0.428504693599339
"88","T2b",-0.302456755544786,-0.21620586338266,-0.684305888385947,-0.624362155904744,-0.0872231091993615,0.0791984210108841,-0.114376886655514,-0.248859206032833,0.00512107059200398,-0.127990157229639,-0.0108982955978733,-0.00325823355600345,0.225568866327446,0.0924896568963444
"89","T8b",0.0936398867078763,-0.150873179499029,0.00128051242688255,0.559210260367324,0.032820939353413,-0.0321368853972472,0.124309339025658,0.0223398066769234,-0.0738293852987388,0.0286330859478771,0.0965241545102745,0.0450780090006291,-0.100096447385552,-0.246169568747359
"90","T7b",-0.0511519377973261,-0.0138209521608633,-0.0515767457475786,-0.225099229249863,-0.0842155656801033,0.0290163844386285,0.0214763845800176,-0.0515370942055063,0.0648989864853449,-0.0547991895479404,0.0514273037298585,0.0184236208097237,-0.203494788401954,-0.196855243853119
"91","T5b",0.00517120060475726,0.564197507322827,0.292174904058723,0.281363405834603,0.0722261722975211,0.0519405267977501,0.128399623809049,0.1285914578645,-0.0543113495833897,0.0470871817477804,0.0769356523266223,-0.000701308339677328,0.202948172386058,0.146111439299168
"92","T2b",-0.0519867157913913,0.133767944153574,0.407816811957333,0.430574821634901,0.0780821604921141,0.187868055348051,0.144809326944207,0.00383853544656337,-0.141310793307078,0.0386484104770486,-0.00759699779785233,0.0034923132034475,-0.574171358620069,-0.691398246461887
"93","T4a",0.106858367312668,-0.0669300390252586,-0.438875299710213,-0.0663089605324657,0.0963577050172183,0.118786482537432,0.156280617652875,0.0289485743490063,-0.0741201254583651,-0.107324947806091,-0.00155833825789696,0.0310015660695456,-0.213632551201475,-0.377451837608075
"94","T7a",-0.0912078447469116,0.244471954110943,-0.613823479253454,-1.3296663348102,-0.351378659368395,-0.174592939461198,-0.364825859517426,-0.182437549909854,0.391977852134728,-0.0825282625263764,-0.036407469700753,-0.0964610351063178,0.460528327770805,0.237554195057292
"95","T8a",0.190661672624667,-0.493311266753048,0.00357916431735196,0.259743768986176,0.16380507934487,0.0560028794314146,0.101946150996399,0.0557206197348833,-0.124734834852811,-0.0689425403015587,-0.0763960504693634,0.0366449374228379,-0.629028497765167,0.0843914327998063
"96","T4a",-0.104260256234793,-0.897087899173605,-0.593159597926708,0.162156544145515,0.144905900053286,0.0124130407450863,0.202782181004862,0.0842712573362502,-0.218436693542725,-0.0225738376895423,-0.0164413015512029,0.0347973836256675,-0.139253972102148,-0.158893009107907
"97","T5a",0.285289522252778,0.309236454966653,0.13601873841116,0.111522001945307,0.0623444602285067,-0.0530060055673956,-0.0811453453842483,-0.00296988371677601,-0.111426893471073,-0.196792306435874,-0.0732524632433874,0.00193089137331001,-0.382805218233155,-0.48240442023864
"98","T3b",0.153601948882816,-0.0538109839809258,-0.21982465390996,-0.25372104122271,-0.089679172388401,-0.0774870652894264,-0.0984861849663757,-0.056360014151245,0.0619631445131058,-0.040397120945582,0.0525433746695815,-0.0134052133177603,-0.278135426461357,-0.133017776690259
"99","T6a",0.214832798658394,-0.263554054410705,0.81198633741429,0.61297780429846,0.00953138412409109,-0.0173571925086491,0.0664625071007413,0.0279557526542704,-0.130235696310983,-0.0818357330785177,-0.110727293171233,-0.00996413625577624,-0.447260260708519,-0.488029734241347
"100","T5a",0.402285599742068,0.682957077230492,1.53602087370363,1.31156694873976,0.146627618515022,-0.105610537288628,0.105094535583767,0.23962617886384,-0.0319523763116424,-0.181957187862287,-0.278795838405776,-0.0140531659559306,-0.840106450953256,-0.292542069353318
"101","T7a",-0.0333121366617667,0.201296770219301,-0.308476652330574,-0.208566277773545,-0.323314131670429,0.0584966787054672,-0.144949564369468,-0.0739653064846235,0.2478793814629,-0.111026008240737,-0.0221142119947921,-0.0323068655606858,-0.179421790252006,0.186909107625769
"102","T1a",-0.192719228036042,-0.10656356743889,-0.828563806948636,-0.547303420464034,-0.036761599268099,-0.212506172950253,-0.264158667706782,0.107478609264014,0.195809490314598,0.272146759101364,0.00370263525066875,-0.0475136190781171,0.592522789327756,0.369660981740492
"103","T2b",0.210245901208181,-0.433747619684984,-0.483108555100084,0.162710470996046,0.0578027872890996,0.0587280177628655,-0.0199182654207939,-0.102323798040735,-0.206308787304516,0.0909119767232727,0.0524863133928777,0.0896465181920851,0.137788344862751,0.17331077880045
"104","T8b",0.144540692059051,0.494550351618179,0.974141217798088,0.853988024219914,0.0832745198765136,0.0449263362012898,0.222925437821727,0.0989664222121207,-0.196827894367672,-0.0592915143219052,-0.0497327434072972,0.0565982793862135,-0.62184298428186,-0.15995816730784
"105","T5b",-0.0432112578074919,0.750241837402643,0.327466397515598,-0.29598137417103,-0.0817616419691893,-0.0223021677748039,-0.11652845959305,-0.0869231713823637,-0.103447508861065,-0.221877077387503,0.105417553207732,0.000705114768661182,-0.0418336556691806,0.211792425123803
